Timestamp,Endpoint,Test Type,Location,Provider,Response Time (ms)
2025-12-28 22:01:31,"Columbus, OH [AWS] - HTTP",HTTP,"Columbus, OH",AWS,248
2025-12-28 22:01:31,"Stockholm, SE [AWS] - DNS",DNS,"Stockholm, SE",AWS,72
2025-12-28 22:01:31,"San Jose, CA [AWS] - DNS",DNS,"San Jose, CA",AWS,81
2025-12-28 22:01:31,"Stockholm, SE [AWS] - PING",PING,"Stockholm, SE",AWS,157
2025-12-28 22:01:31,"San Jose, CA [AWS] - PING",PING,"San Jose, CA",AWS,97
2025-12-28 22:01:31,"Stockholm, SE [AWS] - HTTP",HTTP,"Stockholm, SE",AWS,426
2025-12-28 22:01:31,"San Jose, CA [AWS] - HTTP",HTTP,"San Jose, CA",AWS,381
2025-12-28 22:01:31,"Portland, OR [AWS] - DNS",DNS,"Portland, OR",AWS,78
2025-12-28 22:01:31,"Milan, IT [AWS] - DNS",DNS,"Milan, IT",AWS,60
2025-12-28 22:01:31,"Portland, OR [AWS] - PING",PING,"Portland, OR",AWS,98
2025-12-28 22:01:31,"Portland, OR [AWS] - HTTP",HTTP,"Portland, OR",AWS,382
2025-12-28 22:01:31,"Montreal, CA [AWS] - DNS",DNS,"Montreal, CA",AWS,84
2025-12-28 22:01:31,"Montreal, CA [AWS] - PING",PING,"Montreal, CA",AWS,18
2025-12-28 22:01:31,"Mumbai, IN [AWS] - HTTP",HTTP,"Mumbai, IN",AWS,1788
2025-12-28 22:01:31,"Hyderabad, IN [AWS] - DNS",DNS,"Hyderabad, IN",AWS,47
2025-12-28 22:01:31,"Hyderabad, IN [AWS] - PING",PING,"Hyderabad, IN",AWS,255
2025-12-28 22:01:31,"Jakarta, ID [AWS] - PING",PING,"Jakarta, ID",AWS,259
2025-12-28 22:01:31,"Jakarta, ID [AWS] - HTTP",HTTP,"Jakarta, ID",AWS,868
2025-12-28 22:01:31,"Dubai, AE [AWS] - PING",PING,"Dubai, AE",AWS,203
2025-12-28 22:01:31,"Dubai, AE [AWS] - HTTP",HTTP,"Dubai, AE",AWS,582
2025-12-28 22:01:31,"Milan, IT [AWS] - HTTP",HTTP,"Milan, IT",AWS,432
2025-12-28 22:01:31,"Riyadh, SA [AWS] - DNS",DNS,"Riyadh, SA",AWS,50
2025-12-28 22:01:31,"Dubai, AE [AWS] - DNS",DNS,"Dubai, AE",AWS,66
2025-12-28 22:02:01,"São Paulo, BR [AWS] - DNS",DNS,"São Paulo, BR",AWS,84
2025-12-28 22:02:01,"Cape Town, ZA [AWS] - PING",PING,"Cape Town, ZA",AWS,263
2025-12-28 22:02:01,"Montreal, CA [AWS] - HTTP",HTTP,"Montreal, CA",AWS,281
2025-12-28 22:02:01,"Singapore, SG [AWS] - HTTP",HTTP,"Singapore, SG",AWS,993
2025-12-28 22:02:01,"Jakarta, ID [AWS] - DNS",DNS,"Jakarta, ID",AWS,83
2025-12-28 22:02:01,"Cape Town, ZA [AWS] - DNS",DNS,"Cape Town, ZA",AWS,102
2025-12-28 22:02:01,"Milan, IT [AWS] - PING",PING,"Milan, IT",AWS,132
2025-12-28 22:02:01,"Cape Town, ZA [AWS] - HTTP",HTTP,"Cape Town, ZA",AWS,995
2025-12-28 22:02:01,"Mumbai, IN [AWS] - DNS",DNS,"Mumbai, IN",AWS,83
2025-12-28 22:02:01,"Jakarta, ID [AWS] - PING",PING,"Jakarta, ID",AWS,274
2025-12-28 22:02:01,"Mumbai, IN [AWS] - PING",PING,"Mumbai, IN",AWS,206
2025-12-28 22:02:01,"Melbourne, AU [AWS] - PING",PING,"Melbourne, AU",AWS,246
2025-12-28 22:02:01,"São Paulo, BR [AWS] - PING",PING,"São Paulo, BR",AWS,173
2025-12-28 22:02:01,"Milan, IT [AWS] - HTTP",HTTP,"Milan, IT",AWS,617
2025-12-28 22:02:01,"Mumbai, IN [AWS] - HTTP",HTTP,"Mumbai, IN",AWS,746
2025-12-28 22:02:01,"Melbourne, AU [AWS] - HTTP",HTTP,"Melbourne, AU",AWS,937
2025-12-28 22:02:01,"Seoul, KR [AWS] - HTTP",HTTP,"Seoul, KR",AWS,756
2025-12-28 22:02:01,"São Paulo, BR [AWS] - HTTP",HTTP,"São Paulo, BR",AWS,539
2025-12-28 22:02:01,"Osaka, JP [AWS] - DNS",DNS,"Osaka, JP",AWS,116
2025-12-28 22:02:01,"Tokyo, JP [AWS] - PING",PING,"Tokyo, JP",AWS,184
2025-12-28 22:02:01,"Hyderabad, IN [AWS] - DNS",DNS,"Hyderabad, IN",AWS,101
2025-12-28 22:02:01,"Dubai, AE [AWS] - DNS",DNS,"Dubai, AE",AWS,103
2025-12-28 22:02:01,"Jakarta, ID [AWS] - HTTP",HTTP,"Jakarta, ID",AWS,1006
2025-12-28 22:02:01,"Tokyo, JP [AWS] - HTTP",HTTP,"Tokyo, JP",AWS,783
2025-12-28 22:02:01,"Ashburn, VA [AWS] - DNS",DNS,"Ashburn, VA",AWS,116
2025-12-28 22:02:01,"Osaka, JP [AWS] - PING",PING,"Osaka, JP",AWS,195
2025-12-28 22:02:01,"Tokyo, JP [AWS] - DNS",DNS,"Tokyo, JP",AWS,129
2025-12-28 22:02:01,"Hyderabad, IN [AWS] - PING",PING,"Hyderabad, IN",AWS,295
2025-12-28 22:02:01,"Paris, FR [AWS] - DNS",DNS,"Paris, FR",AWS,105
2025-12-28 22:02:01,"Dubai, AE [AWS] - PING",PING,"Dubai, AE",AWS,184
2025-12-28 22:02:01,"Ashburn, VA [AWS] - PING",PING,"Ashburn, VA",AWS,46
2025-12-28 22:02:01,"Osaka, JP [AWS] - HTTP",HTTP,"Osaka, JP",AWS,745
2025-12-28 22:02:01,"Riyadh, SA [AWS] - DNS",DNS,"Riyadh, SA",AWS,110
2025-12-28 22:02:01,"Seoul, KR [AWS] - DNS",DNS,"Seoul, KR",AWS,82
2025-12-28 22:02:01,"Hyderabad, IN [AWS] - HTTP",HTTP,"Hyderabad, IN",AWS,1000
2025-12-28 22:02:01,"Paris, FR [AWS] - PING",PING,"Paris, FR",AWS,122
2025-12-28 22:02:01,"Riyadh, SA [AWS] - PING",PING,"Riyadh, SA",AWS,235
2025-12-28 22:02:01,"San Jose, CA [AWS] - PING",PING,"San Jose, CA",AWS,127
2025-12-28 22:02:01,"San Jose, CA [AWS] - HTTP",HTTP,"San Jose, CA",AWS,499
2025-12-28 22:02:01,"Dubai, AE [AWS] - HTTP",HTTP,"Dubai, AE",AWS,1124
2025-12-28 22:02:01,"Ashburn, VA [AWS] - HTTP",HTTP,"Ashburn, VA",AWS,271
2025-12-28 22:02:01,"Seoul, KR [AWS] - PING",PING,"Seoul, KR",AWS,213
2025-12-28 22:02:01,"Singapore, SG [AWS] - DNS",DNS,"Singapore, SG",AWS,129
2025-12-28 22:02:01,"Paris, FR [AWS] - HTTP",HTTP,"Paris, FR",AWS,936
2025-12-28 22:02:01,"Riyadh, SA [AWS] - HTTP",HTTP,"Riyadh, SA",AWS,1881
2025-12-28 22:02:01,"Sydney, AU [AWS] - DNS",DNS,"Sydney, AU",AWS,125
2025-12-28 22:02:01,"Columbus, OH [AWS] - DNS",DNS,"Columbus, OH",AWS,120
2025-12-28 22:02:01,"Portland, OR [AWS] - DNS",DNS,"Portland, OR",AWS,119
2025-12-28 22:02:01,"Singapore, SG [AWS] - PING",PING,"Singapore, SG",AWS,298
2025-12-28 22:02:01,"Frankfurt, DE [AWS] - DNS",DNS,"Frankfurt, DE",AWS,124
2025-12-28 22:02:01,"Sydney, AU [AWS] - PING",PING,"Sydney, AU",AWS,238
2025-12-28 22:02:01,"Sydney, AU [AWS] - HTTP",HTTP,"Sydney, AU",AWS,958
2025-12-28 22:02:01,"Melbourne, AU [AWS] - DNS",DNS,"Melbourne, AU",AWS,106
2025-12-28 22:02:01,"Columbus, OH [AWS] - PING",PING,"Columbus, OH",AWS,56
2025-12-28 22:02:01,"Portland, OR [AWS] - PING",PING,"Portland, OR",AWS,122
2025-12-28 22:02:01,"Frankfurt, DE [AWS] - PING",PING,"Frankfurt, DE",AWS,170
2025-12-28 22:02:01,"London, UK [AWS] - HTTP",HTTP,"London, UK",AWS,499
2025-12-28 22:02:01,"Columbus, OH [AWS] - HTTP",HTTP,"Columbus, OH",AWS,284
2025-12-28 22:02:01,"San Jose, CA [AWS] - DNS",DNS,"San Jose, CA",AWS,119
2025-12-28 22:02:01,"Portland, OR [AWS] - HTTP",HTTP,"Portland, OR",AWS,492
2025-12-28 22:02:01,"Stockholm, SE [AWS] - DNS",DNS,"Stockholm, SE",AWS,100
2025-12-28 22:02:01,"Montreal, CA [AWS] - DNS",DNS,"Montreal, CA",AWS,123
2025-12-28 22:02:01,"Frankfurt, DE [AWS] - HTTP",HTTP,"Frankfurt, DE",AWS,498
2025-12-28 22:02:01,"Stockholm, SE [AWS] - HTTP",HTTP,"Stockholm, SE",AWS,513
2025-12-28 22:02:01,"Montreal, CA [AWS] - PING",PING,"Montreal, CA",AWS,43
2025-12-28 22:02:01,"Milan, IT [AWS] - DNS",DNS,"Milan, IT",AWS,99
2025-12-28 22:02:01,"London, UK [AWS] - DNS",DNS,"London, UK",AWS,129
2025-12-28 22:02:01,"Stockholm, SE [AWS] - PING",PING,"Stockholm, SE",AWS,126
2025-12-28 22:02:01,"London, UK [AWS] - PING",PING,"London, UK",AWS,109
2025-12-28 22:02:31,"Cape Town, ZA [AWS] - PING",PING,"Cape Town, ZA",AWS,271
2025-12-28 22:02:31,"Paris, FR [AWS] - DNS",DNS,"Paris, FR",AWS,108
2025-12-28 22:02:31,"São Paulo, BR [AWS] - DNS",DNS,"São Paulo, BR",AWS,156
2025-12-28 22:02:31,"São Paulo, BR [AWS] - PING",PING,"São Paulo, BR",AWS,149
2025-12-28 22:02:31,"Montreal, CA [AWS] - HTTP",HTTP,"Montreal, CA",AWS,244
2025-12-28 22:02:31,"Jakarta, ID [AWS] - PING",PING,"Jakarta, ID",AWS,267
2025-12-28 22:02:31,"Melbourne, AU [AWS] - PING",PING,"Melbourne, AU",AWS,228
2025-12-28 22:02:31,"São Paulo, BR [AWS] - HTTP",HTTP,"São Paulo, BR",AWS,530
2025-12-28 22:02:31,"Cape Town, ZA [AWS] - DNS",DNS,"Cape Town, ZA",AWS,132
2025-12-28 22:02:31,"Cape Town, ZA [AWS] - HTTP",HTTP,"Cape Town, ZA",AWS,882
2025-12-28 22:02:31,"San Jose, CA [AWS] - DNS",DNS,"San Jose, CA",AWS,127
2025-12-28 22:02:31,"San Jose, CA [AWS] - PING",PING,"San Jose, CA",AWS,95
2025-12-28 22:02:31,"Jakarta, ID [AWS] - HTTP",HTTP,"Jakarta, ID",AWS,938
2025-12-28 22:02:31,"Osaka, JP [AWS] - DNS",DNS,"Osaka, JP",AWS,151
2025-12-28 22:02:31,"Paris, FR [AWS] - HTTP",HTTP,"Paris, FR",AWS,900
2025-12-28 22:02:31,"Melbourne, AU [AWS] - HTTP",HTTP,"Melbourne, AU",AWS,858
2025-12-28 22:02:31,"San Jose, CA [AWS] - HTTP",HTTP,"San Jose, CA",AWS,362
2025-12-28 22:02:31,"Tokyo, JP [AWS] - DNS",DNS,"Tokyo, JP",AWS,168
2025-12-28 22:02:31,"Ashburn, VA [AWS] - HTTP",HTTP,"Ashburn, VA",AWS,206
2025-12-28 22:02:31,"Frankfurt, DE [AWS] - DNS",DNS,"Frankfurt, DE",AWS,167
2025-12-28 22:02:31,"Osaka, JP [AWS] - PING",PING,"Osaka, JP",AWS,200
2025-12-28 22:02:31,"Columbus, OH [AWS] - PING",PING,"Columbus, OH",AWS,41
2025-12-28 22:02:31,"Portland, OR [AWS] - DNS",DNS,"Portland, OR",AWS,156
2025-12-28 22:02:31,"Tokyo, JP [AWS] - PING",PING,"Tokyo, JP",AWS,191
2025-12-28 22:02:31,"Columbus, OH [AWS] - HTTP",HTTP,"Columbus, OH",AWS,243
2025-12-28 22:02:31,"Columbus, OH [AWS] - DNS",DNS,"Columbus, OH",AWS,143
2025-12-28 22:02:31,"Osaka, JP [AWS] - HTTP",HTTP,"Osaka, JP",AWS,823
2025-12-28 22:02:31,"Frankfurt, DE [AWS] - PING",PING,"Frankfurt, DE",AWS,102
2025-12-28 22:02:31,"Sydney, AU [AWS] - PING",PING,"Sydney, AU",AWS,215
2025-12-28 22:02:31,"Portland, OR [AWS] - PING",PING,"Portland, OR",AWS,83
2025-12-28 22:02:31,"Tokyo, JP [AWS] - HTTP",HTTP,"Tokyo, JP",AWS,822
2025-12-28 22:02:31,"Ashburn, VA [AWS] - DNS",DNS,"Ashburn, VA",AWS,164
2025-12-28 22:02:31,"Ashburn, VA [AWS] - PING",PING,"Ashburn, VA",AWS,23
2025-12-28 22:02:31,"Sydney, AU [AWS] - DNS",DNS,"Sydney, AU",AWS,164
2025-12-28 22:02:31,"Frankfurt, DE [AWS] - HTTP",HTTP,"Frankfurt, DE",AWS,506
2025-12-28 22:02:31,"Portland, OR [AWS] - HTTP",HTTP,"Portland, OR",AWS,405
2025-12-28 22:02:31,"Sydney, AU [AWS] - HTTP",HTTP,"Sydney, AU",AWS,846
2025-12-28 22:02:31,"Seoul, KR [AWS] - PING",PING,"Seoul, KR",AWS,215
2025-12-28 22:02:31,"Seoul, KR [AWS] - HTTP",HTTP,"Seoul, KR",AWS,846
2025-12-28 22:02:31,"Montreal, CA [AWS] - DNS",DNS,"Montreal, CA",AWS,163
2025-12-28 22:02:31,"Melbourne, AU [AWS] - DNS",DNS,"Melbourne, AU",AWS,153
2025-12-28 22:02:31,"London, UK [AWS] - DNS",DNS,"London, UK",AWS,166
2025-12-28 22:02:31,"Riyadh, SA [AWS] - DNS",DNS,"Riyadh, SA",AWS,149
2025-12-28 22:02:31,"Seoul, KR [AWS] - DNS",DNS,"Seoul, KR",AWS,164
2025-12-28 22:02:31,"Hyderabad, IN [AWS] - DNS",DNS,"Hyderabad, IN",AWS,150
2025-12-28 22:02:31,"Montreal, CA [AWS] - PING",PING,"Montreal, CA",AWS,26
2025-12-28 22:02:31,"Hyderabad, IN [AWS] - PING",PING,"Hyderabad, IN",AWS,260
2025-12-28 22:02:31,"Singapore, SG [AWS] - PING",PING,"Singapore, SG",AWS,247
2025-12-28 22:02:31,"London, UK [AWS] - PING",PING,"London, UK",AWS,93
2025-12-28 22:02:31,"Riyadh, SA [AWS] - PING",PING,"Riyadh, SA",AWS,215
2025-12-28 22:02:31,"Singapore, SG [AWS] - HTTP",HTTP,"Singapore, SG",AWS,923
2025-12-28 22:02:31,"Hyderabad, IN [AWS] - HTTP",HTTP,"Hyderabad, IN",AWS,957
2025-12-28 22:02:31,"Jakarta, ID [AWS] - DNS",DNS,"Jakarta, ID",AWS,149
2025-12-28 22:02:31,"Singapore, SG [AWS] - DNS",DNS,"Singapore, SG",AWS,172
2025-12-28 22:02:31,"London, UK [AWS] - HTTP",HTTP,"London, UK",AWS,422
2025-12-28 22:02:31,"Riyadh, SA [AWS] - HTTP",HTTP,"Riyadh, SA",AWS,841
2025-12-28 22:02:31,"Milan, IT [AWS] - PING",PING,"Milan, IT",AWS,123
2025-12-28 22:02:31,"Dubai, AE [AWS] - DNS",DNS,"Dubai, AE",AWS,160
2025-12-28 22:02:31,"Stockholm, SE [AWS] - DNS",DNS,"Stockholm, SE",AWS,158
2025-12-28 22:02:31,"Dubai, AE [AWS] - PING",PING,"Dubai, AE",AWS,174
2025-12-28 22:02:31,"Mumbai, IN [AWS] - DNS",DNS,"Mumbai, IN",AWS,156
2025-12-28 22:02:31,"Mumbai, IN [AWS] - PING",PING,"Mumbai, IN",AWS,206
2025-12-28 22:02:31,"Milan, IT [AWS] - HTTP",HTTP,"Milan, IT",AWS,911
2025-12-28 22:02:31,"Stockholm, SE [AWS] - PING",PING,"Stockholm, SE",AWS,118
2025-12-28 22:02:31,"Dubai, AE [AWS] - HTTP",HTTP,"Dubai, AE",AWS,710
2025-12-28 22:02:31,"Stockholm, SE [AWS] - HTTP",HTTP,"Stockholm, SE",AWS,464
2025-12-28 22:02:31,"Mumbai, IN [AWS] - HTTP",HTTP,"Mumbai, IN",AWS,1048
2025-12-28 22:02:31,"Milan, IT [AWS] - DNS",DNS,"Milan, IT",AWS,156
2025-12-28 22:03:01,"Frankfurt, DE [AWS] - HTTP",HTTP,"Frankfurt, DE",AWS,372
2025-12-28 22:03:01,"Montreal, CA [AWS] - HTTP",HTTP,"Montreal, CA",AWS,141
2025-12-28 22:03:01,"London, UK [AWS] - DNS",DNS,"London, UK",AWS,86
2025-12-28 22:03:01,"Tokyo, JP [AWS] - PING",PING,"Tokyo, JP",AWS,181
2025-12-28 22:03:01,"São Paulo, BR [AWS] - HTTP",HTTP,"São Paulo, BR",AWS,430
2025-12-28 22:03:01,"Riyadh, SA [AWS] - HTTP",HTTP,"Riyadh, SA",AWS,1806
2025-12-28 22:03:01,"Tokyo, JP [AWS] - HTTP",HTTP,"Tokyo, JP",AWS,656
2025-12-28 22:03:01,"Paris, FR [AWS] - DNS",DNS,"Paris, FR",AWS,68
2025-12-28 22:03:01,"Mumbai, IN [AWS] - DNS",DNS,"Mumbai, IN",AWS,59
2025-12-28 22:03:01,"Ashburn, VA [AWS] - DNS",DNS,"Ashburn, VA",AWS,87
2025-12-28 22:03:01,"Cape Town, ZA [AWS] - DNS",DNS,"Cape Town, ZA",AWS,59
2025-12-28 22:03:01,"Ashburn, VA [AWS] - PING",PING,"Ashburn, VA",AWS,19
2025-12-28 22:03:01,"London, UK [AWS] - PING",PING,"London, UK",AWS,81
2025-12-28 22:03:01,"Osaka, JP [AWS] - HTTP",HTTP,"Osaka, JP",AWS,639
2025-12-28 22:03:01,"Mumbai, IN [AWS] - PING",PING,"Mumbai, IN",AWS,214
2025-12-28 22:03:01,"Paris, FR [AWS] - PING",PING,"Paris, FR",AWS,86
2025-12-28 22:03:01,"Sydney, AU [AWS] - DNS",DNS,"Sydney, AU",AWS,80
2025-12-28 22:03:01,"San Jose, CA [AWS] - PING",PING,"San Jose, CA",AWS,76
2025-12-28 22:03:01,"Cape Town, ZA [AWS] - PING",PING,"Cape Town, ZA",AWS,258
2025-12-28 22:03:01,"San Jose, CA [AWS] - HTTP",HTTP,"San Jose, CA",AWS,331
2025-12-28 22:03:01,"London, UK [AWS] - HTTP",HTTP,"London, UK",AWS,333
2025-12-28 22:03:01,"Mumbai, IN [AWS] - HTTP",HTTP,"Mumbai, IN",AWS,666
2025-12-28 22:03:01,"Paris, FR [AWS] - HTTP",HTTP,"Paris, FR",AWS,338
2025-12-28 22:03:01,"Sydney, AU [AWS] - PING",PING,"Sydney, AU",AWS,210
2025-12-28 22:03:01,"Seoul, KR [AWS] - DNS",DNS,"Seoul, KR",AWS,76
2025-12-28 22:03:01,"Ashburn, VA [AWS] - HTTP",HTTP,"Ashburn, VA",AWS,133
2025-12-28 22:03:01,"Cape Town, ZA [AWS] - HTTP",HTTP,"Cape Town, ZA",AWS,820
2025-12-28 22:03:01,"Portland, OR [AWS] - DNS",DNS,"Portland, OR",AWS,82
2025-12-28 22:03:01,"Stockholm, SE [AWS] - DNS",DNS,"Stockholm, SE",AWS,76
2025-12-28 22:03:01,"Hyderabad, IN [AWS] - DNS",DNS,"Hyderabad, IN",AWS,78
2025-12-28 22:03:01,"Frankfurt, DE [AWS] - DNS",DNS,"Frankfurt, DE",AWS,68
2025-12-28 22:03:01,"Sydney, AU [AWS] - HTTP",HTTP,"Sydney, AU",AWS,721
2025-12-28 22:03:01,"Seoul, KR [AWS] - PING",PING,"Seoul, KR",AWS,212
2025-12-28 22:03:01,"Portland, OR [AWS] - PING",PING,"Portland, OR",AWS,74
2025-12-28 22:03:01,"Stockholm, SE [AWS] - PING",PING,"Stockholm, SE",AWS,103
2025-12-28 22:03:01,"São Paulo, BR [AWS] - DNS",DNS,"São Paulo, BR",AWS,56
2025-12-28 22:03:01,"Hyderabad, IN [AWS] - PING",PING,"Hyderabad, IN",AWS,252
2025-12-28 22:03:01,"Frankfurt, DE [AWS] - PING",PING,"Frankfurt, DE",AWS,93
2025-12-28 22:03:01,"Seoul, KR [AWS] - HTTP",HTTP,"Seoul, KR",AWS,749
2025-12-28 22:03:01,"Columbus, OH [AWS] - DNS",DNS,"Columbus, OH",AWS,87
2025-12-28 22:03:01,"Portland, OR [AWS] - HTTP",HTTP,"Portland, OR",AWS,331
2025-12-28 22:03:01,"Melbourne, AU [AWS] - DNS",DNS,"Melbourne, AU",AWS,59
2025-12-28 22:03:01,"Stockholm, SE [AWS] - HTTP",HTTP,"Stockholm, SE",AWS,452
2025-12-28 22:03:01,"São Paulo, BR [AWS] - PING",PING,"São Paulo, BR",AWS,124
2025-12-28 22:03:01,"Hyderabad, IN [AWS] - HTTP",HTTP,"Hyderabad, IN",AWS,843
2025-12-28 22:03:01,"Columbus, OH [AWS] - PING",PING,"Columbus, OH",AWS,29
2025-12-28 22:03:01,"Melbourne, AU [AWS] - PING",PING,"Melbourne, AU",AWS,223
2025-12-28 22:03:01,"Osaka, JP [AWS] - DNS",DNS,"Osaka, JP",AWS,68
2025-12-28 22:03:01,"Montreal, CA [AWS] - DNS",DNS,"Montreal, CA",AWS,78
2025-12-28 22:03:01,"Milan, IT [AWS] - DNS",DNS,"Milan, IT",AWS,64
2025-12-28 22:03:01,"Montreal, CA [AWS] - PING",PING,"Montreal, CA",AWS,16
2025-12-28 22:03:01,"Columbus, OH [AWS] - HTTP",HTTP,"Columbus, OH",AWS,171
2025-12-28 22:03:01,"Singapore, SG [AWS] - DNS",DNS,"Singapore, SG",AWS,80
2025-12-28 22:03:01,"Melbourne, AU [AWS] - HTTP",HTTP,"Melbourne, AU",AWS,759
2025-12-28 22:03:01,"Osaka, JP [AWS] - PING",PING,"Osaka, JP",AWS,189
2025-12-28 22:03:01,"San Jose, CA [AWS] - DNS",DNS,"San Jose, CA",AWS,84
2025-12-28 22:03:01,"Milan, IT [AWS] - PING",PING,"Milan, IT",AWS,106
2025-12-28 22:03:01,"Singapore, SG [AWS] - PING",PING,"Singapore, SG",AWS,243
2025-12-28 22:03:01,"Dubai, AE [AWS] - PING",PING,"Dubai, AE",AWS,175
2025-12-28 22:03:01,"Dubai, AE [AWS] - HTTP",HTTP,"Dubai, AE",AWS,583
2025-12-28 22:03:01,"Riyadh, SA [AWS] - DNS",DNS,"Riyadh, SA",AWS,70
2025-12-28 22:03:01,"Milan, IT [AWS] - HTTP",HTTP,"Milan, IT",AWS,1666
2025-12-28 22:03:01,"Singapore, SG [AWS] - HTTP",HTTP,"Singapore, SG",AWS,806
2025-12-28 22:03:01,"Dubai, AE [AWS] - DNS",DNS,"Dubai, AE",AWS,76
2025-12-28 22:03:01,"Riyadh, SA [AWS] - PING",PING,"Riyadh, SA",AWS,201
2025-12-28 22:03:01,"Jakarta, ID [AWS] - PING",PING,"Jakarta, ID",AWS,259
2025-12-28 22:03:01,"Jakarta, ID [AWS] - HTTP",HTTP,"Jakarta, ID",AWS,859
2025-12-28 22:03:01,"Jakarta, ID [AWS] - DNS",DNS,"Jakarta, ID",AWS,68
2025-12-28 22:03:01,"Tokyo, JP [AWS] - DNS",DNS,"Tokyo, JP",AWS,77
2025-12-28 22:03:31,"Cape Town, ZA [AWS] - DNS",DNS,"Cape Town, ZA",AWS,59
2025-12-28 22:03:31,"Montreal, CA [AWS] - HTTP",HTTP,"Montreal, CA",AWS,158
2025-12-28 22:03:31,"Singapore, SG [AWS] - PING",PING,"Singapore, SG",AWS,252
2025-12-28 22:03:31,"Melbourne, AU [AWS] - DNS",DNS,"Melbourne, AU",AWS,86
2025-12-28 22:03:31,"Columbus, OH [AWS] - HTTP",HTTP,"Columbus, OH",AWS,188
2025-12-28 22:03:31,"Cape Town, ZA [AWS] - PING",PING,"Cape Town, ZA",AWS,243
2025-12-28 22:03:31,"Portland, OR [AWS] - DNS",DNS,"Portland, OR",AWS,83
2025-12-28 22:03:31,"Portland, OR [AWS] - PING",PING,"Portland, OR",AWS,74
2025-12-28 22:03:31,"Melbourne, AU [AWS] - PING",PING,"Melbourne, AU",AWS,221
2025-12-28 22:03:31,"Seoul, KR [AWS] - DNS",DNS,"Seoul, KR",AWS,86
2025-12-28 22:03:31,"Seoul, KR [AWS] - PING",PING,"Seoul, KR",AWS,210
2025-12-28 22:03:31,"Cape Town, ZA [AWS] - HTTP",HTTP,"Cape Town, ZA",AWS,1112
2025-12-28 22:03:31,"Milan, IT [AWS] - DNS",DNS,"Milan, IT",AWS,79
2025-12-28 22:03:31,"Portland, OR [AWS] - HTTP",HTTP,"Portland, OR",AWS,315
2025-12-28 22:03:31,"San Jose, CA [AWS] - DNS",DNS,"San Jose, CA",AWS,84
2025-12-28 22:03:31,"Singapore, SG [AWS] - HTTP",HTTP,"Singapore, SG",AWS,815
2025-12-28 22:03:31,"Frankfurt, DE [AWS] - PING",PING,"Frankfurt, DE",AWS,91
2025-12-28 22:03:31,"Melbourne, AU [AWS] - HTTP",HTTP,"Melbourne, AU",AWS,759
2025-12-28 22:03:31,"Seoul, KR [AWS] - HTTP",HTTP,"Seoul, KR",AWS,722
2025-12-28 22:03:31,"Milan, IT [AWS] - PING",PING,"Milan, IT",AWS,102
2025-12-28 22:03:31,"Montreal, CA [AWS] - DNS",DNS,"Montreal, CA",AWS,85
2025-12-28 22:03:31,"San Jose, CA [AWS] - PING",PING,"San Jose, CA",AWS,73
2025-12-28 22:03:31,"Frankfurt, DE [AWS] - HTTP",HTTP,"Frankfurt, DE",AWS,363
2025-12-28 22:03:31,"Jakarta, ID [AWS] - DNS",DNS,"Jakarta, ID",AWS,63
2025-12-28 22:03:31,"São Paulo, BR [AWS] - DNS",DNS,"São Paulo, BR",AWS,78
2025-12-28 22:03:31,"Ashburn, VA [AWS] - DNS",DNS,"Ashburn, VA",AWS,84
2025-12-28 22:03:31,"Milan, IT [AWS] - HTTP",HTTP,"Milan, IT",AWS,389
2025-12-28 22:03:31,"Montreal, CA [AWS] - PING",PING,"Montreal, CA",AWS,20
2025-12-28 22:03:31,"San Jose, CA [AWS] - HTTP",HTTP,"San Jose, CA",AWS,314
2025-12-28 22:03:31,"Osaka, JP [AWS] - DNS",DNS,"Osaka, JP",AWS,75
2025-12-28 22:03:31,"Jakarta, ID [AWS] - PING",PING,"Jakarta, ID",AWS,254
2025-12-28 22:03:31,"Ashburn, VA [AWS] - PING",PING,"Ashburn, VA",AWS,15
2025-12-28 22:03:31,"São Paulo, BR [AWS] - PING",PING,"São Paulo, BR",AWS,123
2025-12-28 22:03:31,"Dubai, AE [AWS] - DNS",DNS,"Dubai, AE",AWS,71
2025-12-28 22:03:31,"London, UK [AWS] - DNS",DNS,"London, UK",AWS,51
2025-12-28 22:03:31,"Osaka, JP [AWS] - PING",PING,"Osaka, JP",AWS,188
2025-12-28 22:03:31,"Paris, FR [AWS] - PING",PING,"Paris, FR",AWS,104
2025-12-28 22:03:31,"Jakarta, ID [AWS] - HTTP",HTTP,"Jakarta, ID",AWS,862
2025-12-28 22:03:31,"Ashburn, VA [AWS] - HTTP",HTTP,"Ashburn, VA",AWS,156
2025-12-28 22:03:31,"Paris, FR [AWS] - HTTP",HTTP,"Paris, FR",AWS,329
2025-12-28 22:03:31,"Stockholm, SE [AWS] - DNS",DNS,"Stockholm, SE",AWS,83
2025-12-28 22:03:31,"Dubai, AE [AWS] - PING",PING,"Dubai, AE",AWS,174
2025-12-28 22:03:31,"São Paulo, BR [AWS] - HTTP",HTTP,"São Paulo, BR",AWS,470
2025-12-28 22:03:31,"Stockholm, SE [AWS] - PING",PING,"Stockholm, SE",AWS,103
2025-12-28 22:03:31,"Osaka, JP [AWS] - HTTP",HTTP,"Osaka, JP",AWS,669
2025-12-28 22:03:31,"Tokyo, JP [AWS] - DNS",DNS,"Tokyo, JP",AWS,73
